Type,Litology,Tporosity,Eporosity,K,S,Sy,Compressibility,Note,Location,Source
Unconsolidated,Sand and Gravel,NA,NA,0.2,1.00E-06,NA,NA,NS,"The Dunhuang Basin_ located in the western end of the Hexi
Corridor in Gansu Province of northwestern China",693
Unconsolidated,Sand and Gravel,NA,NA,60.3,NA,0.25,NA,NS,"The Dunhuang Basin_ located in the western end of the Hexi
Corridor in Gansu Province of northwestern China",693
Unconsolidated,Sand and Gravel,NA,NA,6.2,NA,0.08,NA,NS,"The Dunhuang Basin_ located in the western end of the Hexi
Corridor in Gansu Province of northwestern China",693
Unconsolidated,Sand and Gravel,NA,NA,55,NA,0.23,NA,NS,"The Dunhuang Basin_ located in the western end of the Hexi
Corridor in Gansu Province of northwestern China",693
Unconsolidated,Sand and Gravel,NA,20,8.64,NA,NA,NA,Numerical model,"coastal aquifer
in northwestern Germany",862
Unconsolidated,Sand and Gravel,NA,NA,65.5,NA,0.36,NA,NS,Sohag area_ Egypt,879
Unconsolidated,Sand and Gravel,NA,NA,82.5,NA,0.36,NA,NS,Sohag area_ Egypt,879
Unconsolidated,Sand and Gravel,NA,NA,67.4,2.00E-05,0.007,NA,NS,"south-western
Quebec_ north-west of Montreal",702
Unconsolidated,Sand and Gravel,30,NA,0.864,NA,NA,NA,NS,Overburden unit_ Ontario_ Canada,704
Unconsolidated,Sand and Gravel,NA,NA,8.64,NA,NA,NA,NS,Overburden unit_ Ontario_ Canada,704
Unconsolidated,Sand and Gravel,NA,25,8.64,NA,0.021,NA,NS,Little Kickapoo Creek watershed in central Illinois,709_ 710
Unconsolidated,Sand and Gravel,NA,30,124.3,0.00033,NA,NA,NS,Phitsanulok_ lower northern Thailand,716
Unconsolidated,Sand and Gravel,NA,25,NA,NA,NA,NA,NS,"Villaverla site _ in the northern sector of
the Venetian Alluvial Plain of northern Italy",719_ 720
Unconsolidated,Sand and Gravel,NA,20,NA,NA,NA,NA,NS,"Sierra Nevada
and east of the San Joaquin Valley_  California",722
Unconsolidated,Sand and Gravel,NA,35,NA,NA,NA,NA,NS,"Sierra Nevada
and east of the San Joaquin Valley_  California",722
Unconsolidated,Sand and Gravel,NA,13,604.8,NA,NA,NA,NS,Chassieu study area_ Greater Lyon_ France,727
Unconsolidated,Sand and Gravel,NA,13,777.6,NA,NA,NA,NS,Chassieu study area_ Greater Lyon_ France,727
Unconsolidated,Sand and Gravel,40,37.35,112,0.00235,NA,NA,NS,Nile Delta Aquifer_ Egypt,738
Unconsolidated,Sand and Gravel,25,18,75,0.0011,NA,NA,NS,Nile Delta Aquifer_ Egypt,739
Unconsolidated,Sand and Gravel,NA,NA,24.2,3.18E-07,NA,NA,NS,Muda River riverbank  site_ Malaysia,801
Unconsolidated,Sand and Gravel,NA,NA,33,3.18E-07,NA,NA,NS,Muda River riverbank  site_ Malaysia,801
Unconsolidated,Sand and Gravel,NA,NA,24.4,1.17E-09,NA,NA,NS,Muda River riverbank  site_ Malaysia,801
Unconsolidated,Sand and Gravel,NA,NA,33.3,1.17E-09,NA,NA,NS,Muda River riverbank  site_ Malaysia,801
Unconsolidated,Sand and Gravel,NA,NA,31.7,1.00E-07,NA,NA,NS,Muda River riverbank  site_ Malaysia,801
Unconsolidated,Sand and Gravel,NA,NA,38.6,1.00E-07,NA,NA,NS,Muda River riverbank  site_ Malaysia,801
Unconsolidated,Sand and Gravel,NA,NA,23.8,1.00E-07,NA,NA,NS,Muda River riverbank  site_ Malaysia,801
Unconsolidated,Sand and Gravel,NA,NA,24,1.00E-07,NA,NA,NS,Muda River riverbank  site_ Malaysia,801
Unconsolidated,Sand and Gravel,25,NA,1.92,0.00013,0.029,NA,NS,The Cuddalore district_  Tamil Nadu_ South India,819
Unconsolidated,Sand and Gravel,25,NA,2.15,0.00013,0.029,NA,NS,The Cuddalore district_  Tamil Nadu_ South India,819
Unconsolidated,Sand and Gravel,NA,15,NA,NA,0.01,NA,NS,Alberta_ Canada,569
Unconsolidated,Sand and Gravel,NA,25,NA,NA,0.05,NA,NS,Alberta_ Canada,569
Unconsolidated,Sand and Gravel,NA,NA,1,NA,0.08,NA,NS,"The Dunhuang Basin_ western end of the Hexi
Corridor in Gansu Province of northwestern China",880
Unconsolidated,Sand and Gravel,NA,NA,60.3,NA,0.25,NA,NS,"The Dunhuang Basin_ western end of the Hexi
Corridor in Gansu Province of northwestern China",881
Unconsolidated,Sand and Gravel,NA,NA,55,NA,0.23,NA,NS,"The Dunhuang Basin_ western end of the Hexi
Corridor in Gansu Province of northwestern China",882
Unconsolidated,Sand and Gravel,NA,NA,16.5,NA,0.18,NA,NS,"The Dunhuang Basin_ western end of the Hexi
Corridor in Gansu Province of northwestern China",883
Unconsolidated,Gravel,30,15,25.92,NA,0.051,1.00E-08,NS,NS,1_2_3_4_5_6
Unconsolidated,Gravel,30,15,25.92,NA,0.23,1.00E-08,NS,NS,1_2_3_4_5_6
Unconsolidated,Gravel,50,35,2592,NA,0.151,1.00E-10,NS,NS,1_2_3_5_6_11
Unconsolidated,Gravel,50,35,2592,NA,0.21,1.00E-10,NS,NS,1_2_3_5_6_11
Unconsolidated,Gravel,35,NA,100,0.001,0.15,NA,NS,NS,1_3_6_475
Unconsolidated,Gravel,NA,NA,100,NA,0.3,NA,NS,NS,1_3_6_475
Unconsolidated,Gravel,20,NA,5,0.0015,NA,1.00E-09,NS,NS,1_3_6_478
Unconsolidated,Gravel,20,NA,5,1.00E-04,NA,NA,NS,NS,1_3_6_478
Unconsolidated,Gravel,NA,NA,NA,0.003,NA,NA,NS,NS,1_3_6_478
Unconsolidated,Gravel,32,NA,2592,NA,0.25,NA,Coarse gravel,NS,4_7_490
Unconsolidated,Gravel,28,NA,0.864,NA,0.22,NA,Coarse gravel,NS,8_9_490
Unconsolidated,Gravel,28,NA,25.92,NA,0.24,NA,Medium gravel,NS,4_7_11
Unconsolidated,Gravel,32,NA,NA,NA,0.25,NA,Medium gravel,NS,8_11
Unconsolidated,Gravel,34,NA,NA,NA,0.25,NA,Fine gravel,NS,4490
Unconsolidated,Gravel,36,NA,NA,NA,NA,NA,Fine gravel,NS,12
Unconsolidated,Gravel,20,NA,NA,NA,NA,NA,Fine gravel,Fluvial deposit in Southwest Germany conducted by researchers at the University of Tübingen,254
Unconsolidated,Gravel,40,NA,NA,NA,NA,NA,NS,NS,5
Unconsolidated,Gravel,25,NA,NA,NA,0.23,NA,NS,NS,5490
Unconsolidated,Gravel,25,NA,500,NA,NA,NA,Alluvial Gravels,NS,8
Unconsolidated,Gravel,35,NA,NA,NA,NA,NA,Alluvial Gravels,NS,8
Unconsolidated,Gravel,25,NA,25.92,NA,NA,NA,NS,NS,12_14
Unconsolidated,Gravel,40,NA,2592,NA,NA,NA,NS,NS,12_14
Unconsolidated,Gravel,30,NA,NA,NA,NA,NA,NS,NS,12
Unconsolidated,Gravel,NA,NA,8.64,NA,NA,NA,Well-sorted,NS,12
Unconsolidated,Gravel,NA,NA,864,NA,NA,NA,Well-sorted,NS,12
Unconsolidated,Gravel,NA,NA,518.4,NA,NA,NA,NS,Bengal Basin of India and Bangladesh,100
Unconsolidated,Gravel,25,NA,100,NA,NA,NA,NS,NS,138_139
Unconsolidated,Gravel,40,NA,1000,NA,NA,NA,NS,NS,138_139
Unconsolidated,Gravel,NA,NA,NA,NA,NA,5.20E-09,NS,NS,164
Unconsolidated,Gravel,NA,NA,NA,NA,NA,1.00E-08,NS,NS,164
Unconsolidated,Gravel,NA,NA,100,NA,NA,NA,NS,NS,229
Unconsolidated,Gravel,NA,NA,1000,NA,NA,NA,NS,NS,229
Unconsolidated,Gravel,NA,2,100,NA,NA,NA,NS,Aquifer system in New Zealand,249
Unconsolidated,Gravel,20,18,NA,NA,0.2,NA,NS,"Hanford Fromation_ Hanford  Site
along the Columbia River in southeastern Washington State
",252
Unconsolidated,Gravel,43,15,0.1,NA,NA,NA,Fine grained,"Ringord Fromation_ Hanford  Site
along the Columbia River in southeastern Washington State
",252
Unconsolidated,Gravel,43,15,1,NA,NA,NA,Fine grained,"Ringord Fromation_ Hanford  Site
along the Columbia River in southeastern Washington State
",252
Unconsolidated,Gravel,25,15,4,NA,NA,NA,NS,"Ringord Fromation_ Hanford  Site
along the Columbia River in southeastern Washington State
",252
Unconsolidated,Gravel,25,NA,40,NA,NA,NA,NS,"Ringord Fromation_ Hanford  Site
along the Columbia River in southeastern Washington State
",252
Unconsolidated,Gravel,NA,NA,200,NA,0.13,NA,NS,"The Curragh aquifer_ County
Kildare_ near Dublin city_ Irlanda",267_ 268
Unconsolidated,Gravel,NA,NA,NA,NA,0.19,NA,NS,"The Curragh aquifer_ County
Kildare_ near Dublin city_ Irlanda",267_ 268
Unconsolidated,Gravel,NA,20,NA,NA,NA,NA,NS,Dormach_ Germany,297
Unconsolidated,Gravel,NA,22,250.56,NA,NA,NA,with cobbles,Heretaunga aquifer_ New Zealand:Roys Hill site,303
Unconsolidated,Gravel,NA,22,266.4,NA,NA,NA,NS,Flaxmere site 2_ Heretaunga aquifer_ New Zealand:Roys Hill site,303
Unconsolidated,Gravel,NA,17,518.4,NA,NA,NA,NS,Hydrothermal Test Site_ Aefligen_ Switzerland,314
Unconsolidated,Gravel,NA,NA,NA,9.60E-05,NA,NA,NS,Aquifers Bolivian Altiplano,366
Unconsolidated,Gravel,NA,NA,NA,2.00E-04,NA,NA,NS,Aquifers Bolivian Altiplano,366
Unconsolidated,Gravel,NA,NA,NA,0.00028,NA,NA,NS,Aquifers Bolivian Altiplano,366
Unconsolidated,Gravel,NA,NA,NA,0.00073,NA,NA,NS,Aquifers Bolivian Altiplano,366
Unconsolidated,Gravel,NA,NA,250,NA,0.1,NA,coarse grained gravels,Mississippi (USA).,394
Unconsolidated,Gravel,NA,NA,250,NA,0.15,NA,coarse grained gravels,Mississippi (USA).,394
Unconsolidated,Gravel,20,25,4.98,NA,NA,NA,NS,Amarapura township_ Mandalay_ Myanmar,534
Unconsolidated,Gravel,35,25,726.62,NA,NA,NA,NS,Amarapura township_ Mandalay_ Myanmar,534
Unconsolidated,Gravel,NA,NA,864,NA,NA,3.30E-08,NS,Taiwan,558
Unconsolidated,Gravel,NA,NA,NA,NA,0.15,NA,NS,NS,595
Unconsolidated,Gravel,NA,NA,NA,NA,NA,NA,NS,"The Lauswiesen test site_near AC1564
Tübingen in southwest Germany (Lauswiesen_ Germany)",640
Unconsolidated,Gravel,NA,20,181.44,NA,0.09,NA,NS,"Vars-Winchester esker aquifer_ Eastern Ontario_ Canada
",642
Unconsolidated,Gravel,NA,NA,3.1968,NA,0.01,NA,Coarse gravel,"The Crau aquifer_ east of
the Rhône River delta_ France",866
Unconsolidated,Gravel,NA,NA,751.68,NA,0.18,NA,Coarse gravel,"The Crau aquifer_ east of
the Rhône River delta_ France",866
Unconsolidated,Gravel,NA,15,15,NA,NA,NA,Coarse sand and fine gravel,Hemne_ central Norway_ Norway,690
Unconsolidated,Gravel,NA,15,72,NA,NA,NA,Coarse sand and fine gravel,Hemne_ central Norway_ Norway,690
Unconsolidated,Gravel,NA,NA,300,NA,0.008,NA,NS,Hai River Plains Aquifers_ China,777
Unconsolidated,Gravel,NA,NA,300,NA,0.12,NA,NS,Hai River Plains Aquifers_ China,777
Unconsolidated,Gravel,NA,NA,770,NA,0.008,NA,NS,Hai River Plains Aquifers_ China,777
Unconsolidated,Gravel,NA,NA,770,NA,0.23,NA,NS,Hai River Plains Aquifers_ China,777
Unconsolidated,Sand,45,30,0.0776,NA,0.051,1.00E-07,Coarse Sand well sorted,NS,1_2_4_5_6
Unconsolidated,Sand,45,30,0.0776,NA,0.27,1.00E-07,Coarse Sand well sorted,NS,1_2_4_5_6
Unconsolidated,Sand,35,10,518.4,NA,0.151,1.00E-09,Coarse Sand well sorted,NS,1_2_5_6
Unconsolidated,Sand,25,35,0.0776,0.001,0.28,1.00E-07,Medium Sand,NS,1_4_5_6_14
Unconsolidated,Sand,30,10,43.2,1.00E-04,NA,5.20E-08,Medium Sand,NS,1_3_5_6_14
Unconsolidated,Sand,50,NA,0.0173,NA,0.2,2.00E-08,Fine Sand,NS,1_3_11_14
Unconsolidated,Sand,25,NA,17.28,NA,0.23,1.30E-08,Fine Sand,NS,1_4_12_14
Unconsolidated,Sand,50,NA,1000,NA,NA,1.00E-08,Coarse Sand,NS,2478
Unconsolidated,Sand,20,NA,100,NA,0.28,NA,Coarse Sand,NS,2_11_
Unconsolidated,Sand,39,NA,518.4,NA,0.27,NA,Coarse Sand,NS,4_7_490
Unconsolidated,Sand,30,NA,0.0778,NA,NA,NA,Coarse Sand,NS,7_12
Unconsolidated,Sand,47,NA,0.864,NA,NA,NA,Coarse Sand,NS,9_12
Unconsolidated,Sand,47,NA,86.4,NA,NA,NA,Coarse Sand,NS,9_12
Unconsolidated,Sand,NA,NA,95,NA,NA,NA,Coarse sand,Bengal Basin of India and Bangladesh,100
Unconsolidated,Sand,NA,NA,20,NA,NA,NA,Coarse sand,NS,139
Unconsolidated,Sand,NA,NA,100,NA,NA,NA,Coarse sand,NS,139
Unconsolidated,Sand,NA,NA,1,NA,NA,NA,Coarse,NS,229
Unconsolidated,Sand,NA,NA,100,NA,NA,NA,Coarse,NS,229
Unconsolidated,Sand,20,NA,100,NA,0.25,NA,Medium Sand,NS,2_3_11
Unconsolidated,Sand,35,NA,20,NA,0.25,NA,Medium Sand,NS,2_3_475
Unconsolidated,Sand,NA,NA,20,NA,0.35,NA,Medium Sand,NS,2_3_475
Unconsolidated,Sand,39,NA,43.2,NA,0.38,NA,Medium Sand,NS,4_7
Unconsolidated,Sand,NA,NA,0.0778,NA,0.26,NA,Medium Sand,NS,7490
Unconsolidated,Sand,NA,NA,50.1,0.001,NA,NA,Medium Sand,Bengal Basin of India and Bangladesh,100
Unconsolidated,Sand,NA,NA,5,NA,NA,NA,Medium Sand,NS,139
Unconsolidated,Sand,NA,NA,20,NA,NA,NA,Medium Sand,NS,139
Unconsolidated,Sand,43,NA,20,NA,0.15,NA,Fine Sand,NS,2_4_475
Unconsolidated,Sand,NA,NA,NA,NA,0.2,NA,Fine Sand,NS,2_4_475
Unconsolidated,Sand,NA,NA,5,NA,0.21,NA,Fine Sand,NS,2490
Unconsolidated,Sand,40,NA,17.28,NA,NA,NA,Fine Sand,NS,5_7
Unconsolidated,Sand,35,NA,0.0173,NA,NA,NA,Fine Sand,NS,5_7
Unconsolidated,Sand,45,NA,0.0864,NA,NA,NA,Fine Sand,NS,5_9
Unconsolidated,Sand,20,NA,0.864,NA,NA,NA,Fine Sand,NS,5_9
Unconsolidated,Sand,NA,NA,0.864,NA,NA,NA,Fine Sand,NS,12
Unconsolidated,Sand,NA,NA,25.9,NA,0.19,NA,Fine Sand,Bengal Basin of India and Bangladesh,100
Unconsolidated,Sand,NA,NA,1,NA,NA,NA,Fine Sand,NS,139
Unconsolidated,Sand,NA,NA,5,NA,NA,NA,Fine Sand,NS,139
Unconsolidated,Sand,NA,NA,0.1,NA,NA,NA,Fine Sand,NS,229
Unconsolidated,Sand,NA,NA,1,NA,NA,NA,Fine Sand,NS,229
Unconsolidated,Sand,30,NA,1,NA,NA,NA,Alluvial Sand,NS,8
Unconsolidated,Sand,40,NA,500,NA,NA,NA,Alluvial Sand,NS,8
Unconsolidated,Sand,13,NA,NA,NA,NA,NA,Granitic sand,NS,12
Unconsolidated,Sand,NA,NA,0.864,NA,NA,NA,Well-sorted,NS,12
Unconsolidated,Sand,NA,NA,86.4,NA,NA,NA,Well-sorted,NS,12
Unconsolidated,Sand,NA,NA,0.0778,NA,NA,NA,Coarse Sand,NS,14
Unconsolidated,Sand,NA,NA,518,NA,NA,NA,Coarse Sand,NS,14
Unconsolidated,Sand,NA,NA,0.305,NA,0.1,NA,NS,NS,37475
Unconsolidated,Sand,NA,NA,0.305,NA,0.3,NA,NS,NS,37475
Unconsolidated,Sand,NA,NA,152,0.001,NA,NA,NS,NS,37
Unconsolidated,Sand,NA,NA,152,0.003,NA,NA,NS,NS,37
Unconsolidated,Sand,NA,NA,305,NA,NA,NA,NS,NS,37
Unconsolidated,Sand,NA,45,43.2,NA,NA,NA,NS,Riverbank alluvial deposits in Korea,81
Unconsolidated,Sand,NA,NA,3,NA,NA,NA,NS,Platte River_ Nebraska,82
Unconsolidated,Sand,NA,NA,65,NA,NA,NA,NS,Platte River_ Nebraska,82
Unconsolidated,Sand,15,NA,NA,NA,NA,NA,NS, Tucano Basin_ NE Brazil,90
Unconsolidated,Sand,25,NA,NA,NA,NA,NA,NS, Tucano Basin_ NE Brazil,90
Unconsolidated,Sand,NA,NA,30,0.001,NA,NA,NS,Bangkok Tailandia aquifer,93
Unconsolidated,Sand,NA,NA,5.01,NA,NA,NA,Fine- medium sand,Su-Xi-Chang_  Jiangsu Province_ china,97
Unconsolidated,Sand,25,NA,1.73,NA,NA,NA,Coarse-medium sand,Aquifer of Abidjan   West Africa,98
Unconsolidated,Sand,42,NA,4.32,NA,NA,NA,Coarse-medium sand,Aquifer of Abidjan   West Africa,98
Unconsolidated,Sand,NA,NA,94.2,NA,0.2,NA,Coarse-medium sand,Aquifers  common  to  the  north-eastern and central United States,103
Unconsolidated,Sand,NA,NA,NA,0.0015,NA,NA,Coarse-medium sand,Aquifers  common  to  the  north-eastern and central United States,103
Unconsolidated,Sand,33,NA,4.49,NA,NA,NA,NS,NS,106
Unconsolidated,Sand,7,NA,0.0397,NA,NA,NA,NS,NS,106
Unconsolidated,Sand,NA,NA,610,1.00E-06,NA,NA,NS,Carrizo Sand_ Carrizo-Wilcox Aquifer_ Texas,136
Unconsolidated,Sand,NA,NA,4.87,NA,0.1,NA,NS,Carrizo Sand_ Carrizo-Wilcox Aquifer_ Texas,136
Unconsolidated,Sand,25,NA,NA,NA,NA,NA,NS,NS,138
Unconsolidated,Sand,50,NA,NA,NA,NA,NA,NS,NS,138
Unconsolidated,Sand,NA,NA,NA,NA,NA,1.30E-08,Fine sand,NS,164
Unconsolidated,Sand,NA,NA,NA,NA,NA,1.00E-07,Fine sand,NS,164
Unconsolidated,Sand,NA,NA,NA,NA,NA,1.30E-08,Medium sands,NS,164
Unconsolidated,Sand,NA,NA,NA,NA,NA,1.00E-07,Medium sands,NS,164
Unconsolidated,Sand,NA,NA,NA,NA,NA,5.20E-09,Coarse sands,NS,164
Unconsolidated,Sand,NA,NA,NA,NA,NA,1.00E-08,Coarse sands,NS,164
Unconsolidated,Sand,NA,NA,3.46,NA,NA,NA,NS,aquifers of Abi (Nigeria),232
Unconsolidated,Sand,NA,NA,9.04,NA,NA,NA,NS,aquifers of Abi (Nigeria),232
Unconsolidated,Sand,NA,30,2,NA,NA,NA,NS,Kilindini Formation_ Aquifer in Kenya,250
Unconsolidated,Sand,NA,NA,7.5,NA,NA,NA,NS,Kilindini Formation_ Aquifer in Kenya,250
Unconsolidated,Sand,NA,35.5,1.56,NA,NA,NA,NS,Aube administrative region in the town of Soulaines-Dhuys _ near Troyes in France_,251
Unconsolidated,Sand,36,NA,69.1,NA,NA,NA,Stratified sand,Fluvial deposit in Southwest Germany conducted by researchers at the University of Tübingen,254
Unconsolidated,Sand,NA,15,2.98,NA,NA,NA,NS,Peninsula of Jutland in western Denmar,257
Unconsolidated,Sand,NA,30,33.2,NA,NA,NA,NS,Peninsula of Jutland in western Denmar,257
Unconsolidated,Sand,NA,NA,23,NA,0.065,NA,Fine sand,Tomago sand beds near Newcastle_ Australia,260
Unconsolidated,Sand,NA,NA,23,NA,0.136,NA,Fine sand,Tomago sand beds near Newcastle_ Australia,260
Unconsolidated,Sand,NA,NA,122,NA,0.18,NA,Coarse-medium sand,OMSEA site_The Scioto River_ Ohio,269
Unconsolidated,Sand,NA,NA,142,NA,0.2,NA,Coarse-medium sand,OMSEA site_The Scioto River_ Ohio,269
Unconsolidated,Sand,NA,NA,152,NA,0.22,NA,Coarse-medium sand,OMSEA site_The Scioto River_ Ohio,269
Unconsolidated,Sand,NA,NA,10.3,NA,0.24,NA,Well-sorted medium grained sand,Borden_ Ontario_ Canada,273
Unconsolidated,Sand,23,NA,NA,NA,0.18,NA,NS,"Mahidashat plain is located in the western part of Kermanshah
province in west Iran",276
Unconsolidated,Sand,NA,38,NA,NA,NA,NA,NS,NS,288
Unconsolidated,Sand,NA,NA,NA,NA,NA,NA,NS,NS,288
Unconsolidated,Sand,33,NA,0.691,NA,NA,NA,NS,NS,290
Unconsolidated,Sand,NA,35,NA,NA,NA,NA,Medium sand,Mobile_ Alabama,295
Unconsolidated,Sand,NA,24,2.68,NA,NA,NA,NS,Poland,298
Unconsolidated,Sand,NA,NA,13,NA,NA,NA,NS,Poland,298
Unconsolidated,Sand,NA,23.3,NA,NA,NA,NA,with some silt and clay,Yavne region_ Israel,301
Unconsolidated,Sand,40.8,NA,NA,NA,NA,NA,NS,Twin Lake aquifer (Chalk River),302
Unconsolidated,Sand,NA,25,4.41,NA,NA,NA,Medium to fine sand with silt and clay,Mobile_ Alabama,305
Unconsolidated,Sand,NA,NA,43.2,NA,NA,NA,Medium to fine sand with silt and clay,Mobile_ Alabama,305
Unconsolidated,Sand,NA,38,1.73,NA,NA,NA,NS,Chalk River,306
Unconsolidated,Sand,NA,38,17.3,NA,NA,NA,NS,Chalk River,306
Unconsolidated,Sand,NA,35,4.15,NA,NA,NA,NS,NS,310
Unconsolidated,Sand,NA,NA,6.57,NA,NA,NA,NS,NS,310
Unconsolidated,Sand,NA,35,0.0251,NA,NA,NA,NS,Aquia Formation_ southern_ Maryland,316
Unconsolidated,Sand,NA,NA,0.0752,NA,NA,NA,NS,Aquia Formation_ southern_ Maryland,316
Unconsolidated,Sand,30,NA,NA,1.00E-05,NA,NA,NS,The Lower Greensand Group of south-east England,339
Unconsolidated,Sand,NA,NA,0.46,6.00E-04,NA,NA,NS,The Lower Greensand Group of south-east England,339
Unconsolidated,Sand,43,NA,10,NA,0.08,NA,NS,The Lower Greensand Group of south-east England,339
Unconsolidated,Sand,30,NA,0.5,2.00E-04,0.009,NA,Fine grained,The Lower Greensand Group of south-east England,340
Unconsolidated,Sand,43,NA,1.3,6.00E-04,0.026,NA,Fine grained,The Lower Greensand Group of south-east England,340
Unconsolidated,Sand,NA,NA,0.288,1.00E-04,0.1,NA,Coarse-grained Quartz sand,"The outcrop of the Lower Greensand Group in the
Cambridge–Bedfordshire region",342
Unconsolidated,Sand,NA,NA,76.3,0.004,NA,NA,Coarse-grained Quartz sand,"The outcrop of the Lower Greensand Group in the
Cambridge–Bedfordshire region",342
Unconsolidated,Sand,NA,NA,NA,0.00062,NA,NA,NS,Aquifers Bolivian Altiplano,366
Unconsolidated,Sand,NA,NA,NA,0.0029,NA,NA,NS,Aquifers Bolivian Altiplano,366
Unconsolidated,Sand,NA,NA,NA,NA,0.22,NA,NS,Banepa area_ Central Nepal,375
Unconsolidated,Sand,NA,NA,NA,NA,0.14,NA,NS,Banepa area_ Central Nepal,375
Unconsolidated,Sand,54,NA,6,7.00E-05,0.01,NA,Carbonate sands,The Crag aquifer_ East Anglia_ England,378
Unconsolidated,Sand,NA,NA,44,0.005,0.061,NA,Carbonate sands,The Crag aquifer_ East Anglia_ England,378
Unconsolidated,Sand,NA,NA,1.39,1.00E-04,NA,NA,Well sorted medium to fine-grained sand,The London Basin_ Engalnd,379
Unconsolidated,Sand,NA,NA,3.89,NA,0.06,NA,Well sorted medium to fine-grained sand,The London Basin_ Engalnd,379
Unconsolidated,Sand,NA,NA,NA,0.00014,NA,NA,"white
fine-grained sands",Sandringham Sands Formation_ western Norfolk_ England,283
Unconsolidated,Sand,NA,NA,NA,0.00047,NA,NA,"white
fine-grained sands",Sandringham Sands Formation_ western Norfolk_ England,283
Unconsolidated,Sand,NA,NA,NA,NA,0.019,NA,NS,Arenaceous/mixed_ Cornwall and south Devon south west_ England,170
Unconsolidated,Sand,NA,NA,NA,NA,0.03,NA,NS,Arenaceous/mixed_ Cornwall and south Devon south west_ England,170
Unconsolidated,Sand,NA,NA,NA,0.00037,NA,NA,sand_ fine to coarse_ some silt,NS,398_399
Unconsolidated,Sand,NA,NA,NA,NA,0.005,NA,sand_ fine to coarse_ some silt,NS,398_400
Unconsolidated,Sand,NA,10,NA,0.00059,0.007,NA,sand_ fine to medium,NS,398_401
Unconsolidated,Sand,NA,25,NA,0.00059,0.007,NA,sand_ fine to medium,NS,398_402
Unconsolidated,Sand,NA,15,5.75,1.00E-04,NA,NA,sub-angular and poorly sorted_ with fine- to coarse-grain size,Yarramba Palaeochannel_ Curnamona Province_ South Australia,408_409
Unconsolidated,Sand,NA,15,19.8,1.00E-04,NA,NA,sub-angular and poorly sorted_ with fine- to coarse-grain size,Yarramba Palaeochannel_ Curnamona Province_ South Australia,408_410
Unconsolidated,Sand,NA,5,NA,NA,0.03,NA,coarse-grained sand,Coonambidgal Formation Aquifer _Australia,408_411
Unconsolidated,Sand,NA,10,NA,NA,NA,NA,coarse-grained sand,Coonambidgal Formation Aquifer _Australia,408_412
Unconsolidated,Sand,NA,10,NA,NA,NA,NA,grey fine to medium ligneous quartz sand,Broken hill region_ Australia,409
Unconsolidated,Sand,NA,15,NA,NA,NA,NA,"medium- to
coarse-grained quartz sands",Broken hill region_ Australia,409
Unconsolidated,Sand,NA,5,NA,NA,NA,NA,NS,Pliocene sands Broken hill region_ Australia,409
Unconsolidated,Sand,NA,NA,37.5,7.00E-05,NA,NA,well-sorted coarse sand,Lower sand_ The Coastal Plain_  Souther of pennsylvania,414
Unconsolidated,Sand,NA,NA,41.8,0.00015,NA,NA,well-sorted coarse sand,Lower sand_ The Coastal Plain_  Souther of pennsylvania,414
Unconsolidated,Sand,NA,NA,46,8.00E-04,NA,NA,well-sorted coarse sand,Lower sand_ The Coastal Plain_  Souther of pennsylvania,414
Unconsolidated,Sand,NA,NA,NA,2.00E-04,NA,NA,well-sorted coarse sand,Lower sand_ The Coastal Plain_  Souther of pennsylvania,406
Unconsolidated,Sand,NA,NA,11.9,NA,0.2,NA,"very fine- to
coarse-grained sand",Medium sand_ The Coastal Plain_  Souther of pennsylvania,406
Unconsolidated,Sand,NA,NA,94.5,2.00E-04,NA,NA,"very fine- to
coarse-grained sand",Medium sand_ The Coastal Plain_  Souther of pennsylvania,406
Unconsolidated,Sand,NA,NA,2.19,2.00E-04,NA,NA,medium- to coarse-grained sand,The upper sand_ The Coastal Plain_  Souther of pennsylvania,406
Unconsolidated,Sand,NA,NA,82.3,NA,NA,NA,medium- to coarse-grained sand,The upper sand_ The Coastal Plain_  Souther of pennsylvania,406
Unconsolidated,Sand,NA,22,0.35,NA,0.015,NA,NS,Nyundo_ Rubavu District _ Rwanda,454
Unconsolidated,Sand,NA,25,0.5,NA,0.02,NA,NS,Nyundo_ Rubavu District _ Rwanda,454
Unconsolidated,Sand,NA,NA,NA,NA,0.025,NA,NS,Nyundo_ Rubavu District _ Rwanda,454
Unconsolidated,Sand,NA,NA,NA,NA,0.05,NA,NS,Nyundo_ Rubavu District _ Rwanda,454
Unconsolidated,Sand,NA,NA,NA,4.00E-04,0.01,NA,NS,KwaZulu-Natal Province mostly along the Tugela River catchment_ South Africa,466
Unconsolidated,Sand,NA,NA,NA,NA,0.1,NA,NS,KwaZulu-Natal Province mostly along the Tugela River catchment_ South Africa,466
Unconsolidated,Sand,NA,NA,16,NA,0.15,NA,Coarse sand,"Daily River
Leakage",910
Unconsolidated,Sand,NA,NA,11,NA,0.15,NA,Medium sand,"Daily River
Leakage",910
Unconsolidated,Sand,NA,NA,6,NA,0.15,NA,Fine sand,"Daily River
Leakage",910
Unconsolidated,Sand,NA,25,NA,NA,NA,NA,NS,NS,513
Unconsolidated,Sand,NA,31,NA,NA,NA,NA,NS,NS,513
